row_number,level,Nation_fk,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
426,1,180,2020,Asia-Pacific,Samoa,"         220,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         220,000"
427,1,181,2020,Europe,San Marino,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
428,1,182,2020,Sub-Saharan Africa,Sao Tome and Principe,"         170,000","         <10,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         210,000"
429,1,183,2020,Middle East-North Africa,Saudi Arabia,"       1,450,000","      30,690,000","         210,000","         440,000","         130,000","          90,000","          80,000","         <10,000","      33,090,000"
430,1,184,2020,Sub-Saharan Africa,Senegal,"         530,000","      15,480,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      16,020,000"
431,1,185,2020,Europe,Serbia,"       7,040,000","         390,000","         260,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       7,690,000"
432,1,186,2020,Sub-Saharan Africa,Seychelles,"          90,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         100,000"
433,1,187,2020,Sub-Saharan Africa,Sierra Leone,"       1,460,000","       5,620,000","         <10,000","         <10,000","         <10,000","          60,000","         <10,000","         <10,000","       7,160,000"
434,1,188,2020,Asia-Pacific,Singapore,"       1,040,000","         950,000","         970,000","         380,000","       1,890,000","         140,000","         500,000","         <10,000","       5,870,000"
435,1,189,2020,Europe,Slovakia,"       4,640,000","          20,000","         880,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       5,550,000"
436,1,190,2020,Europe,Slovenia,"       1,550,000","          80,000","         380,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,010,000"
437,1,191,2020,Asia-Pacific,Solomon Islands,"         670,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         680,000"
438,1,192,2020,Sub-Saharan Africa,Somalia,"         <10,000","      12,110,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      12,140,000"
439,1,193,2020,Sub-Saharan Africa,South Africa,"      43,530,000","       1,010,000","       8,220,000","         540,000","          90,000","         260,000","         180,000","          60,000","      53,890,000"
440,1,194,2020,Asia-Pacific,South Korea,"      15,000,000","         150,000","      23,250,000","          20,000","      10,950,000","         410,000","         110,000","         <10,000","      49,890,000"
441,1,195,2020,Europe,Spain,"      36,410,000","       1,610,000","      10,190,000","          40,000","          20,000","          50,000","          20,000","          60,000","      48,400,000"
442,1,196,2020,Asia-Pacific,Sri Lanka,"       1,620,000","       2,340,000","         <10,000","       3,090,000","      15,440,000","         <10,000","         <10,000","         <10,000","      22,510,000"
443,1,197,2020,Middle East-North Africa,Sudan,"       2,280,000","      38,430,000","         440,000","         <10,000","         <10,000","       1,200,000","         <10,000","         <10,000","      42,360,000"
444,1,198,2020,Latin America-Caribbean,Suriname,"         300,000","          80,000","          40,000","         110,000","         <10,000","          30,000","          10,000","         <10,000","         580,000"
445,1,199,2020,Sub-Saharan Africa,Swaziland,"       1,180,000","         <10,000","         130,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","       1,330,000"
446,1,200,2020,Europe,Sweden,"       6,210,000","         640,000","       2,860,000","          30,000","          60,000","          20,000","          20,000","          10,000","       9,860,000"
447,1,201,2020,Europe,Switzerland,"       5,530,000","         440,000","       1,800,000","          40,000","          50,000","         <10,000","          10,000","          20,000","       7,900,000"
448,1,202,2020,Middle East-North Africa,Syria,"       1,260,000","      22,590,000","         500,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      24,350,000"
449,1,203,2020,Asia-Pacific,Taiwan,"       1,350,000","          10,000","       3,190,000","         <10,000","       4,930,000","      10,190,000","       3,610,000","         <10,000","      23,280,000"
450,1,204,2020,Asia-Pacific,Tajikistan,"         150,000","       8,130,000","         130,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,430,000"
451,1,205,2020,Sub-Saharan Africa,Tanzania,"      38,740,000","      20,950,000","       1,000,000","          50,000","         <10,000","         670,000","          20,000","         <10,000","      61,440,000"
452,1,206,2020,Asia-Pacific,Thailand,"         650,000","       4,290,000","         200,000","          80,000","      66,120,000","          60,000","         <10,000","         <10,000","      71,420,000"
453,1,207,2020,Asia-Pacific,Timor-Leste,"       1,520,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,530,000"
454,1,208,2020,Sub-Saharan Africa,Togo,"       3,070,000","       1,020,000","         450,000","         <10,000","         <10,000","       2,680,000","          40,000","         <10,000","       7,260,000"
455,1,209,2020,Asia-Pacific,Tokelau,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
456,1,210,2020,Asia-Pacific,Tonga,"         130,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         130,000"
457,1,211,2020,Latin America-Caribbean,Trinidad and Tobago,"         910,000","          80,000","          30,000","         310,000","         <10,000","          30,000","          20,000","         <10,000","       1,370,000"
458,1,212,2020,Middle East-North Africa,Tunisia,"          20,000","      11,440,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      11,490,000"
459,1,213,2020,Asia-Pacific,Turkey,"         380,000","      79,090,000","         960,000","         <10,000","          40,000","          30,000","         170,000","          30,000","      80,680,000"
460,1,214,2020,Asia-Pacific,Turkmenistan,"         370,000","       5,340,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       5,740,000"
461,1,215,2020,Latin America-Caribbean,Turks and Caicos Islands,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          40,000"
462,1,216,2020,Asia-Pacific,Tuvalu,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000"
